country,club,club_id,club_url,club_country,competition_name,player_count,country_rank
Algeria,OGC Nice,417,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417,France,First Tier,1,3
Algeria,Olympique Marseille,244,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244,France,First Tier,1,3
Algeria,Paris FC,10004,https://www.transfermarkt.com/paris-fc/startseite/verein/10004,France,First Tier,1,3
Algeria,Royal Charleroi SC,172,https://www.transfermarkt.com/rsc-charleroi/startseite/verein/172,Belgium,First Tier,1,3
Algeria,VfL Wolfsburg,82,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82,Germany,First Tier,1,3
Argentina,Atlético de Madrid,13,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13,Spain,First Tier,6,1
Argentina,Olympique Marseille,244,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244,France,First Tier,3,2
Argentina,Inter Miami CF,69261,https://www.transfermarkt.com/inter-miami-cf/startseite/verein/69261,United States,First Tier,2,3
Argentina,Aston Villa,405,https://www.transfermarkt.com/aston-villa/startseite/verein/405,England,First Tier,1,4
Argentina,Bayer 04 Leverkusen,15,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15,Germany,First Tier,1,4
Argentina,CA Boca Juniors,189,https://www.transfermarkt.com/club-atletico-boca-juniors/startseite/verein/189,Argentina,First Tier,1,4
Argentina,CA River Plate,209,https://www.transfermarkt.com/club-atletico-river-plate/startseite/verein/209,Argentina,First Tier,1,4
Argentina,Chelsea FC,631,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631,England,First Tier,1,4
Argentina,Como 1907,1047,https://www.transfermarkt.com/como-1907/startseite/verein/1047,Italy,First Tier,1,4
Argentina,Inter Milan,46,https://www.transfermarkt.com/inter-mailand/startseite/verein/46,Italy,First Tier,1,4
Argentina,Liverpool FC,31,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,England,First Tier,1,4
Argentina,Manchester United,985,https://www.transfermarkt.com/manchester-united/startseite/verein/985,England,First Tier,1,4
Argentina,Olympique Lyon,1041,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041,France,First Tier,1,4
Argentina,RC Strasbourg Alsace,667,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667,France,First Tier,1,4
Argentina,Real Betis Balompié,150,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150,Spain,First Tier,1,4
Argentina,SL Benfica,294,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,Portugal,First Tier,1,4
Argentina,Sociedade Esportiva Palmeiras,1023,https://www.transfermarkt.com/se-palmeiras-sao-paulo/startseite/verein/1023,Brazil,First Tier,1,4
Argentina,Tottenham Hotspur,148,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,England,First Tier,1,4
Australia,Melbourne City FC,25580,https://www.transfermarkt.com/melbourne-city-fc/startseite/verein/25580,Australia,First Tier,3,1
Australia,FC St. Pauli,35,https://www.transfermarkt.com/fc-st-pauli/startseite/verein/35,Germany,First Tier,2,2
Australia,New York City FC,40058,https://www.transfermarkt.com/new-york-city-fc/startseite/verein/40058,United States,First Tier,2,2
Australia,APOEL Nicosia,2784,https://www.transfermarkt.com/apoel-nikosia/startseite/verein/2784,Cyprus,First Tier,1,4
Australia,Albirex Niigata,8344,https://www.transfermarkt.com/albirex-niigata/startseite/verein/8344,Japan,League Cup,1,4
Australia,CD Castellón,2502,https://www.transfermarkt.com/cd-castellon/startseite/verein/2502,Spain,Second Tier,1,4
Australia,Colorado Rapids,1247,https://www.transfermarkt.com/colorado-rapids/startseite/verein/1247,United States,First Tier,1,4
Australia,Feyenoord Rotterdam,234,https://www.transfermarkt.com/feyenoord-rotterdam/startseite/verein/234,Netherlands,First Tier,1,4
Australia,Grazer AK 1902,316,https://www.transfermarkt.com/grazer-ak-1902/startseite/verein/316,Austria,First Tier,1,4
Australia,Heart of Midlothian FC,43,https://www.transfermarkt.com/heart-of-midlothian-fc/startseite/verein/43,Scotland,First Tier,1,4
Australia,Heracles Almelo,1304,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304,Netherlands,First Tier,1,4
Australia,Leicester City,1003,https://www.transfermarkt.com/leicester-city/startseite/verein/1003,England,Second Tier,1,4
Australia,Levante UD,3368,https://www.transfermarkt.com/ud-levante/startseite/verein/3368,Spain,First Tier,1,4
Australia,Machida Zelvia,23568,https://www.transfermarkt.com/machida-zelvia/startseite/verein/23568,Japan,League Cup,1,4
Australia,Melbourne Victory,7006,https://www.transfermarkt.com/melbourne-victory/startseite/verein/7006,Australia,First Tier,1,4
Australia,Norwich City,1123,https://www.transfermarkt.com/norwich-city/startseite/verein/1123,England,Second Tier,1,4
Australia,Parma Calcio 1913,130,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130,Italy,First Tier,1,4
Australia,Randers FC,5724,https://www.transfermarkt.com/randers-fc/startseite/verein/5724,Denmark,First Tier,1,4
Australia,Swansea City,2288,https://www.transfermarkt.com/swansea-city/startseite/verein/2288,England,Second Tier,1,4
Australia,Sydney FC,8054,https://www.transfermarkt.com/sydney-fc/startseite/verein/8054,Australia,First Tier,1,4
Australia,US Sassuolo,6574,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574,Italy,First Tier,1,4
Australia,Watford FC,1010,https://www.transfermarkt.com/fc-watford/startseite/verein/1010,England,Second Tier,1,4
Austria,1.FSV Mainz 05,39,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39,Germany,First Tier,2,1
Austria,Borussia Dortmund,16,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16,Germany,First Tier,2,1
Austria,RB Leipzig,23826,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826,Germany,First Tier,2,1
Austria,SV Werder Bremen,86,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86,Germany,First Tier,2,1
Austria,Bayern Munich,27,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27,Germany,First Tier,1,5
Austria,Bröndby IF,206,https://www.transfermarkt.com/brondby-if/startseite/verein/206,Denmark,First Tier,1,5
Austria,Elche CF,1531,https://www.transfermarkt.com/fc-elche/startseite/verein/1531,Spain,First Tier,1,5
Austria,FC Augsburg,167,https://www.transfermarkt.com/fc-augsburg/startseite/verein/167,Germany,First Tier,1,5
Austria,FC Viktoria Plzen,941,https://www.transfermarkt.com/fc-viktoria-pilsen/startseite/verein/941,Czech Republic,First Tier,1,5
Austria,LASK,413,https://www.transfermarkt.com/lask/startseite/verein/413,Austria,First Tier,1,5
Austria,PSV Eindhoven,383,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383,Netherlands,First Tier,1,5
Austria,Real Madrid,418,https://www.transfermarkt.com/real-madrid/startseite/verein/418,Spain,First Tier,1,5
Austria,Red Bull Salzburg,409,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409,Austria,First Tier,1,5
Austria,Red Star Belgrade,159,https://www.transfermarkt.com/roter-stern-belgrad/startseite/verein/159,Serbia,First Tier,1,5
Austria,SC Braga,1075,https://www.transfermarkt.com/sc-braga/startseite/verein/1075,Portugal,First Tier,1,5
Austria,SC Freiburg,60,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60,Germany,First Tier,1,5
Austria,TSG 1899 Hoffenheim,533,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533,Germany,First Tier,1,5
Austria,Tottenham Hotspur,148,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148,England,First Tier,1,5
Austria,Venezia FC,607,https://www.transfermarkt.com/venezia-fc/startseite/verein/607,Italy,Second Tier,1,5
Austria,VfL Wolfsburg,82,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82,Germany,First Tier,1,5
Austria,Wolfsberger AC,4441,https://www.transfermarkt.com/wolfsberger-ac/startseite/verein/4441,Austria,First Tier,1,5
Belgium,Club Brugge KV,2282,https://www.transfermarkt.com/fc-brugge/startseite/verein/2282,Belgium,First Tier,3,1
Belgium,LOSC Lille,1082,https://www.transfermarkt.com/losc-lille/startseite/verein/1082,France,First Tier,3,1
Belgium,AC Milan,5,https://www.transfermarkt.com/ac-mailand/startseite/verein/5,Italy,First Tier,2,3
Belgium,Aston Villa,405,https://www.transfermarkt.com/aston-villa/startseite/verein/405,England,First Tier,2,3
Belgium,RC Strasbourg Alsace,667,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667,France,First Tier,2,3
Belgium,SSC Napoli,6195,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195,Italy,First Tier,2,3
Belgium,Arsenal FC,11,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11,England,First Tier,1,7
Belgium,Atalanta BC,800,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800,Italy,First Tier,1,7
Belgium,Brighton & Hove Albion,1237,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237,England,First Tier,1,7
Belgium,Eintracht Frankfurt,24,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24,Germany,First Tier,1,7
Belgium,Fulham FC,931,https://www.transfermarkt.com/fc-fulham/startseite/verein/931,England,First Tier,1,7
Belgium,Girona FC,12321,https://www.transfermarkt.com/fc-girona/startseite/verein/12321,Spain,First Tier,1,7
Belgium,Manchester City,281,https://www.transfermarkt.com/manchester-city/startseite/verein/281,England,First Tier,1,7
Belgium,Manchester United,985,https://www.transfermarkt.com/manchester-united/startseite/verein/985,England,First Tier,1,7
Belgium,Rangers FC,124,https://www.transfermarkt.com/glasgow-rangers/startseite/verein/124,Scotland,First Tier,1,7
Belgium,Real Madrid,418,https://www.transfermarkt.com/real-madrid/startseite/verein/418,Spain,First Tier,1,7
Belgium,SL Benfica,294,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,Portugal,First Tier,1,7
Belgium,Sporting CP,336,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336,Portugal,First Tier,1,7
Bosnia and Herzegovina,FC Schalke 04,33,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33,Germany,Second Tier,2,1
Bosnia and Herzegovina,HNK Rijeka,144,https://www.transfermarkt.com/hnk-rijeka/startseite/verein/144,Croatia,First Tier,2,1
Bosnia and Herzegovina,Atalanta BC,800,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800,Italy,First Tier,1,3
Bosnia and Herzegovina,BSC Young Boys,452,https://www.transfermarkt.com/bsc-young-boys/startseite/verein/452,Switzerland,First Tier,1,3
Bosnia and Herzegovina,Borussia Mönchengladbach,18,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18,Germany,First Tier,1,3
Bosnia and Herzegovina,Bröndby IF,206,https://www.transfermarkt.com/brondby-if/startseite/verein/206,Denmark,First Tier,1,3
Bosnia and Herzegovina,FC Astana,22220,https://www.transfermarkt.com/fc-astana/startseite/verein/22220,Kazakhstan,First Tier,1,3
Bosnia and Herzegovina,FC Slovan Liberec,697,https://www.transfermarkt.com/fc-slovan-liberec/startseite/verein/697,Czech Republic,First Tier,1,3
Bosnia and Herzegovina,FC St. Pauli,35,https://www.transfermarkt.com/fc-st-pauli/startseite/verein/35,Germany,First Tier,1,3
Bosnia and Herzegovina,FC Universitatea Cluj,6429,https://www.transfermarkt.com/fc-universitatea-cluj/startseite/verein/6429,Romania,First Tier,1,3
Bosnia and Herzegovina,FC Viktoria Plzen,941,https://www.transfermarkt.com/fc-viktoria-pilsen/startseite/verein/941,Czech Republic,First Tier,1,3
Bosnia and Herzegovina,FK Borac Banja Luka,3900,https://www.transfermarkt.com/fk-borac-banja-luka/startseite/verein/3900,Bosnia-Herzegovina,First Tier,1,3
Bosnia and Herzegovina,Gaziantep FK,2832,https://www.transfermarkt.com/gaziantep-fk/startseite/verein/2832,Türkiye,First Tier,1,3
Bosnia and Herzegovina,Hull City,3008,https://www.transfermarkt.com/hull-city/startseite/verein/3008,England,Second Tier,1,3
Bosnia and Herzegovina,Jagiellonia Bialystok,2300,https://www.transfermarkt.com/jagiellonia-bialystok/startseite/verein/2300,Poland,First Tier,1,3
Bosnia and Herzegovina,Karlsruher SC,48,https://www.transfermarkt.com/karlsruher-sc/startseite/verein/48,Germany,Second Tier,1,3
Bosnia and Herzegovina,PSV Eindhoven,383,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383,Netherlands,First Tier,1,3
Bosnia and Herzegovina,Pafos FC,45457,https://www.transfermarkt.com/pafos-fc/startseite/verein/45457,Cyprus,First Tier,1,3
Bosnia and Herzegovina,RC Lens,826,https://www.transfermarkt.com/rc-lens/startseite/verein/826,France,First Tier,1,3
Bosnia and Herzegovina,Red Bull Salzburg,409,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409,Austria,First Tier,1,3
Bosnia and Herzegovina,SL Benfica,294,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,Portugal,First Tier,1,3
Bosnia and Herzegovina,UC Sampdoria,1038,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038,Italy,Second Tier,1,3
Bosnia and Herzegovina,US Sassuolo,6574,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574,Italy,First Tier,1,3
Bosnia and Herzegovina,VfB Stuttgart,79,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79,Germany,First Tier,1,3
Brazil,CR Flamengo,614,https://www.transfermarkt.com/flamengo-rio-de-janeiro/startseite/verein/614,Brazil,First Tier,4,1
Brazil,Arsenal FC,11,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11,England,First Tier,2,2
Brazil,Manchester United,985,https://www.transfermarkt.com/manchester-united/startseite/verein/985,England,First Tier,2,2
Brazil,Zenit St. Petersburg,964,https://www.transfermarkt.com/zenit-st-petersburg/startseite/verein/964,Russia,First Tier,2,2
Brazil,AFC Bournemouth,989,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989,England,First Tier,1,5
Brazil,AS Roma,12,https://www.transfermarkt.com/as-rom/startseite/verein/12,Italy,First Tier,1,5
Brazil,Al-Ahli SFC,18487,https://www.transfermarkt.com/al-ahli-dschidda/startseite/verein/18487,Saudi Arabia,First Tier,1,5
Brazil,Al-Ittihad Club,8023,https://www.transfermarkt.com/al-ittihad-dschidda/startseite/verein/8023,Saudi Arabia,First Tier,1,5
Brazil,Botafogo de Futebol e Regatas,537,https://www.transfermarkt.com/botafogo-rio-de-janeiro/startseite/verein/537,Brazil,First Tier,1,5
Brazil,Brentford FC,1148,https://www.transfermarkt.com/fc-brentford/startseite/verein/1148,England,First Tier,1,5
Brazil,FC Barcelona,131,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131,Spain,First Tier,1,5
Brazil,Fenerbahce,36,https://www.transfermarkt.com/fenerbahce-istanbul/startseite/verein/36,Türkiye,First Tier,1,5
Brazil,Grêmio Foot-Ball Porto Alegrense,210,https://www.transfermarkt.com/gremio-porto-alegre/startseite/verein/210,Brazil,First Tier,1,5
Brazil,Juventus FC,506,https://www.transfermarkt.com/juventus-turin/startseite/verein/506,Italy,First Tier,1,5
Brazil,Liverpool FC,31,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31,England,First Tier,1,5
Brazil,Newcastle United,762,https://www.transfermarkt.com/newcastle-united/startseite/verein/762,England,First Tier,1,5
Brazil,Olympique Lyon,1041,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041,France,First Tier,1,5
Brazil,Paris Saint-Germain,583,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583,France,First Tier,1,5
Brazil,Real Madrid,418,https://www.transfermarkt.com/real-madrid/startseite/verein/418,Spain,First Tier,1,5
Brazil,Santos FC,221,https://www.transfermarkt.com/fc-santos/startseite/verein/221,Brazil,First Tier,1,5
Canada,Los Angeles FC,51828,https://www.transfermarkt.com/los-angeles-fc/startseite/verein/51828,United States,First Tier,3,1
Canada,Toronto FC,11141,https://www.transfermarkt.com/toronto-fc/startseite/verein/11141,United States,First Tier,2,2
Canada,Villarreal CF,1050,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050,Spain,First Tier,2,2
Canada,Barnsley FC,349,https://www.transfermarkt.com/fc-barnsley/startseite/verein/349,England,Third Tier,1,4
Canada,Bayern Munich,27,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27,Germany,First Tier,1,4
Canada,Celtic FC,371,https://www.transfermarkt.com/celtic-glasgow/startseite/verein/371,Scotland,First Tier,1,4
Canada,Chicago Fire FC,432,https://www.transfermarkt.com/chicago-fire-fc/startseite/verein/432,United States,First Tier,1,4
Canada,FCV Dender EH,9010,https://www.transfermarkt.com/fcv-dender-eh/startseite/verein/9010,Belgium,First Tier,1,4
Canada,HNK Hajduk Split,447,https://www.transfermarkt.com/hnk-hajduk-split/startseite/verein/447,Croatia,First Tier,1,4
Canada,Hull City,3008,https://www.transfermarkt.com/hull-city/startseite/verein/3008,England,Second Tier,1,4
Canada,Inter Miami CF,69261,https://www.transfermarkt.com/inter-miami-cf/startseite/verein/69261,United States,First Tier,1,4
Canada,Juventus FC,506,https://www.transfermarkt.com/juventus-turin/startseite/verein/506,Italy,First Tier,1,4
Canada,Middlesbrough FC,641,https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641,England,Second Tier,1,4
Canada,Norwich City,1123,https://www.transfermarkt.com/norwich-city/startseite/verein/1123,England,Second Tier,1,4
Canada,OGC Nice,417,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417,France,First Tier,1,4
Canada,Olympique Marseille,244,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244,France,First Tier,1,4
Canada,Orlando City SC,45604,https://www.transfermarkt.com/orlando-city-sc/startseite/verein/45604,United States,First Tier,1,4
Canada,RSC Anderlecht,58,https://www.transfermarkt.com/rsc-anderlecht/startseite/verein/58,Belgium,First Tier,1,4
Canada,Southampton FC,180,https://www.transfermarkt.com/fc-southampton/startseite/verein/180,England,Second Tier,1,4
Canada,US Sassuolo,6574,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574,Italy,First Tier,1,4
Canada,Union Saint-Gilloise,3948,https://www.transfermarkt.com/royale-union-saint-gilloise/startseite/verein/3948,Belgium,First Tier,1,4
Cape Verde,Akron Tolyatti,71985,https://www.transfermarkt.com/akron-togliatti/startseite/verein/71985,Russia,First Tier,1,1
Cape Verde,Al-Bataeh CSC,78312,https://www.transfermarkt.com/al-bataeh-club/startseite/verein/78312,United Arab Emirates,First Tier,1,1
Cape Verde,Apollon Limassol,429,https://www.transfermarkt.com/apollon-limassol/startseite/verein/429,Cyprus,First Tier,1,1
Cape Verde,Basaksehir FK,6890,https://www.transfermarkt.com/istanbul-basaksehir-fk/startseite/verein/6890,Türkiye,First Tier,1,1
Cape Verde,CF Estrela Amadora,2431,https://www.transfermarkt.com/cf-estrela-amadora-sad/startseite/verein/2431,Portugal,First Tier,1,1
Cape Verde,Casa Pia AC,3268,https://www.transfermarkt.com/casa-pia-ac/startseite/verein/3268,Portugal,First Tier,1,1
Cape Verde,Columbus Crew,813,https://www.transfermarkt.com/columbus-crew-sc/startseite/verein/813,United States,First Tier,1,1
Cape Verde,FC Krasnodar,16704,https://www.transfermarkt.com/fk-krasnodar/startseite/verein/16704,Russia,First Tier,1,1
Cape Verde,FCSB,301,https://www.transfermarkt.com/fcsb/startseite/verein/301,Romania,First Tier,1,1
Cape Verde,GD Chaves,3325,https://www.transfermarkt.com/gd-chaves/startseite/verein/3325,Portugal,Second Tier,1,1
Cape Verde,Igdir FK,74664,https://www.transfermarkt.com/76-igdir-belediye-spor/startseite/verein/74664,Türkiye,Second Tier,1,1
Cape Verde,Ludogorets Razgrad,31614,https://www.transfermarkt.com/pfk-ludogorets-razgrad/startseite/verein/31614,Bulgaria,First Tier,1,1
Cape Verde,Maccabi Tel Aviv,119,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119,Israel,First Tier,1,1
Cape Verde,Montana,24078,https://www.transfermarkt.com/pfc-montana/startseite/verein/24078,Bulgaria,First Tier,1,1
Cape Verde,Omonia Nicosia,829,https://www.transfermarkt.com/omonia-nikosia/startseite/verein/829,Cyprus,First Tier,1,1
Cape Verde,PEC Zwolle,1269,https://www.transfermarkt.com/pec-zwolle/startseite/verein/1269,Netherlands,First Tier,1,1
Cape Verde,Puskás Akadémia FC,37169,https://www.transfermarkt.com/puskas-akademia-fc/startseite/verein/37169,Hungary,First Tier,1,1
Cape Verde,SC Farense,4294,https://www.transfermarkt.com/sc-farense/startseite/verein/4294,Portugal,Second Tier,1,1
Cape Verde,SC União Torreense,2432,https://www.transfermarkt.com/sc-uniao-torreense/startseite/verein/2432,Portugal,Second Tier,1,1
Cape Verde,SJK Seinäjoki,23777,https://www.transfermarkt.com/sjk-seinajoki/startseite/verein/23777,Finland,First Tier,1,1
Cape Verde,SL Benfica,294,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,Portugal,First Tier,1,1
Cape Verde,San Diego FC,114977,https://www.transfermarkt.com/san-diego-fc/startseite/verein/114977,United States,First Tier,1,1
Cape Verde,Shamrock Rovers,3258,https://www.transfermarkt.com/shamrock-rovers/startseite/verein/3258,Ireland,First Tier,1,1
Cape Verde,Trabzonspor,449,https://www.transfermarkt.com/trabzonspor/startseite/verein/449,Türkiye,First Tier,1,1
Cape Verde,Villarreal CF,1050,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050,Spain,First Tier,1,1
Cape Verde,Vitória Guimarães SC,2420,https://www.transfermarkt.com/vitoria-guimaraes-sc/startseite/verein/2420,Portugal,First Tier,1,1
Colombia,CA River Plate,209,https://www.transfermarkt.com/club-atletico-river-plate/startseite/verein/209,Argentina,First Tier,2,1
Colombia,Crystal Palace,873,https://www.transfermarkt.com/crystal-palace/startseite/verein/873,England,First Tier,2,1
Colombia,Atlas Guadalajara,8590,https://www.transfermarkt.com/atlas-guadalajara/startseite/verein/8590,Mexico,First Tier,1,3
Colombia,Atlético Nacional,8172,https://www.transfermarkt.com/atletico-nacional/startseite/verein/8172,Colombia,First Tier,1,3
Colombia,Bayern Munich,27,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27,Germany,First Tier,1,3
Colombia,Bologna FC 1909,1025,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025,Italy,First Tier,1,3
Colombia,CA Independiente,1234,https://www.transfermarkt.com/club-atletico-independiente/startseite/verein/1234,Argentina,First Tier,1,3
Colombia,CA Rosario Central,1418,https://www.transfermarkt.com/club-atletico-rosario-central/startseite/verein/1418,Argentina,First Tier,1,3
Colombia,CA Vélez Sarsfield,1029,https://www.transfermarkt.com/club-atletico-velez-sarsfield/startseite/verein/1029,Argentina,First Tier,1,3
Colombia,CD Cruz Azul,3711,https://www.transfermarkt.com/cd-cruz-azul/startseite/verein/3711,Mexico,First Tier,1,3
Colombia,CR Flamengo,614,https://www.transfermarkt.com/flamengo-rio-de-janeiro/startseite/verein/614,Brazil,First Tier,1,3
Colombia,Cagliari Calcio,1390,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390,Italy,First Tier,1,3
Colombia,Club Athletico Paranaense,679,https://www.transfermarkt.com/club-athletico-paranaense/startseite/verein/679,Brazil,First Tier,1,3
Colombia,Clube de Regatas Vasco da Gama,978,https://www.transfermarkt.com/vasco-da-gama-rio-de-janeiro/startseite/verein/978,Brazil,First Tier,1,3
Colombia,FC Krasnodar,16704,https://www.transfermarkt.com/fk-krasnodar/startseite/verein/16704,Russia,First Tier,1,3
Colombia,FC Nantes,995,https://www.transfermarkt.com/fc-nantes/startseite/verein/995,France,First Tier,1,3
Colombia,Galatasaray,141,https://www.transfermarkt.com/galatasaray-istanbul/startseite/verein/141,Türkiye,First Tier,1,3
Colombia,Minnesota United FC,56089,https://www.transfermarkt.com/minnesota-united-fc/startseite/verein/56089,United States,First Tier,1,3
Colombia,RCD Mallorca,237,https://www.transfermarkt.com/rcd-mallorca/startseite/verein/237,Spain,First Tier,1,3
Colombia,Racing Santander,630,https://www.transfermarkt.com/racing-santander/startseite/verein/630,Spain,Second Tier,1,3
Colombia,Real Betis Balompié,150,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150,Spain,First Tier,1,3
Colombia,SL Benfica,294,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294,Portugal,First Tier,1,3
Colombia,Sociedade Esportiva Palmeiras,1023,https://www.transfermarkt.com/se-palmeiras-sao-paulo/startseite/verein/1023,Brazil,First Tier,1,3
Colombia,Sporting CP,336,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336,Portugal,First Tier,1,3
Croatia,Manchester City,281,https://www.transfermarkt.com/manchester-city/startseite/verein/281,England,First Tier,2,1
Croatia,Real Sociedad,681,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681,Spain,First Tier,2,1
Croatia,AC Milan,5,https://www.transfermarkt.com/ac-mailand/startseite/verein/5,Italy,First Tier,1,3
Croatia,ACF Fiorentina,430,https://www.transfermarkt.com/ac-florenz/startseite/verein/430,Italy,First Tier,1,3
Croatia,Ajax Amsterdam,610,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610,Netherlands,First Tier,1,3
Croatia,Atalanta BC,800,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800,Italy,First Tier,1,3
